open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1736006400000,2025-01-04T16:00:00Z,3607.81000000,3644.54000000,3601.62000000,3631.14000000,31618.75170000,1736020799999,2025-01-04T19:59:59.999000Z,114623958.61182100,307520,15669.20860000,56804603.91848200
1736020800000,2025-01-04T20:00:00Z,3631.13000000,3671.60000000,3631.13000000,3656.88000000,34581.97710000,1736035199999,2025-01-04T23:59:59.999000Z,126468741.60489800,256766,18017.38330000,65898443.48723400
1736035200000,2025-01-05T00:00:00Z,3656.88000000,3675.25000000,3629.66000000,3637.79000000,23170.78940000,1736049599999,2025-01-05T03:59:59.999000Z,84477711.99283100,205740,10644.92410000,38825856.53222400
1736049600000,2025-01-05T04:00:00Z,3637.79000000,3650.44000000,3629.00000000,3631.56000000,14533.85510000,1736063999999,2025-01-05T07:59:59.999000Z,52884343.93857400,156482,8084.74720000,29421854.69008700
1736064000000,2025-01-05T08:00:00Z,3631.55000000,3633.29000000,3603.33000000,3613.47000000,29089.63730000,1736078399999,2025-01-05T11:59:59.999000Z,105166435.04113800,249861,15019.90280000,54305665.22920400
1736078400000,2025-01-05T12:00:00Z,3613.46000000,3638.77000000,3593.70000000,3629.60000000,38066.85570000,1736092799999,2025-01-05T15:59:59.999000Z,137676031.37441000,302500,19044.02200000,68903057.76552700
1736092800000,2025-01-05T16:00:00Z,3629.60000000,3648.11000000,3613.04000000,3637.78000000,27732.35400000,1736107199999,2025-01-05T19:59:59.999000Z,100699392.51071900,288027,13486.44020000,48981420.56443000
1736107200000,2025-01-05T20:00:00Z,3637.78000000,3656.88000000,3629.50000000,3635.99000000,22850.68260000,1736121599999,2025-01-05T23:59:59.999000Z,83243657.94299700,258582,10621.33950000,38697500.48853400
1736121600000,2025-01-06T00:00:00Z,3636.00000000,3684.03000000,3610.63000000,3664.92000000,50315.56620000,1736135999999,2025-01-06T03:59:59.999000Z,183935361.59055700,548663,24660.79890000,90168261.04519500
1736136000000,2025-01-06T04:00:00Z,3664.92000000,3698.04000000,3642.60000000,3650.75000000,44005.36780000,1736150399999,2025-01-06T07:59:59.999000Z,161483651.06374100,291284,20434.92510000,75022626.76788400
1736150400000,2025-01-06T08:00:00Z,3650.75000000,3662.73000000,3633.00000000,3654.52000000,35871.60860000,1736164799999,2025-01-06T11:59:59.999000Z,130758246.97770000,269677,18218.88710000,66416642.53792600
1736164800000,2025-01-06T12:00:00Z,3654.51000000,3714.49000000,3622.10000000,3714.45000000,97690.52450000,1736179199999,2025-01-06T15:59:59.999000Z,358467958.37486300,754341,50988.98120000,187132350.48020100
1736179200000,2025-01-06T16:00:00Z,3714.45000000,3744.83000000,3655.55000000,3687.44000000,72164.67110000,1736193599999,2025-01-06T19:59:59.999000Z,267093575.25695900,603452,36854.93510000,136435132.33178200
1736193600000,2025-01-06T20:00:00Z,3687.44000000,3703.38000000,3666.37000000,3687.45000000,29594.62660000,1736207999999,2025-01-06T23:59:59.999000Z,108904030.03824900,286456,15666.09220000,57647758.79156300
1736208000000,2025-01-07T00:00:00Z,3687.44000000,3700.86000000,3663.00000000,3682.25000000,27692.07940000,1736222399999,2025-01-07T03:59:59.999000Z,101994755.49891900,270322,13898.75210000,51192300.64094600
1736222400000,2025-01-07T04:00:00Z,3682.25000000,3685.92000000,3659.00000000,3667.77000000,20773.82070000,1736236799999,2025-01-07T07:59:59.999000Z,76269108.91248000,160400,9229.79900000,33891620.21115200
1736236800000,2025-01-07T08:00:00Z,3667.78000000,3679.27000000,3625.55000000,3639.27000000,38116.86090000,1736251199999,2025-01-07T11:59:59.999000Z,139283484.82473600,261937,17838.58350000,65202170.69062200
